title,genre,final
Chaika –the Coffin Princess- ,"['hành động', 'hài hước', 'phiêu lưu', 'romance', 'fantasy']",chaika –the coffin princess-
Uzaki-chan Wants to Hang Out!,"['hài hước', 'ecchi', 'đời thường']",uzaki-chan wants to hang out
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"['hài hước', 'phiêu lưu', 'shounen']",ranma ½ chuugoku nekonron daikessen okite yaburi no gekitou-hen
Miru Tights,"['ecchi', 'học đường']",miru tights
Yamada-kun to 7-nin no Majo Yamajo (2015),"['hài hước', 'phép thuật', 'shounen', 'harem', 'super power']",yamada-kun to 7-nin no majo yamajo
"Vallove, Ikusa x Koi","['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'siêu nhiên']",vallove ikusa x koi
The Ancient Magus' Bride ,"['phép thuật', 'shounen', 'đời thường', 'fantasy']",the ancient magus' bride
My Two-Faced Little Sister,"['hài hước', 'học đường', 'đời thường', 'seinen']",my two-faced little sister
The Irregular at Magic High School The Movie,"['hành động', 'phép thuật', 'học đường', 'romance', 'viễn tưởng', 'siêu nhiên']",the irregular at magic high school
Durarara!! ,"['hành động', 'siêu nhiên', 'mystery']",durarara
Yuragi-sou no Yuuna-san OVA,"['hài hước', 'ecchi', 'shounen', 'harem', 'romance', 'siêu nhiên']",yuragi-sou no yuuna-san
A Certain Scientific Accelerator ,"['học đường', 'fantasy', 'super power', 'siêu nhiên']",a certain scientific accelerator
Darwin’s Game,"['hành động', 'shounen', 'mystery']",darwin’s game
Tonari no Kaibutsukun ,"['hài hước', 'học đường', 'đời thường', 'romance', 'shoujo']",tonari no kaibutsukun
Pugyuru,"['hài hước', 'học đường', 'fantasy']",pugyuru
Kangoku Gakuen,"['hài hước', 'ecchi', 'học đường', 'romance', 'seinen']",kangoku gakuen
Fruits Basket (Zenpen),"['hài hước', 'drama', 'đời thường', 'romance', 'fantasy', 'shoujo']",fruits basket
Kamen Rider Zero One,"['hành động', 'hài hước', 'tokusatsu']",kamen rider zero one
SUPER HXEROS,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'siêu nhiên']",super hxeros
Kakegurui 2nd Season ,"['drama', 'học đường', 'shounen', 'game', 'mystery', 'psychological']",kakegurui
Mekakucity Actors ,"['hài hước', 'romance', 'viễn tưởng', 'super power', 'siêu nhiên']",mekakucity actors
Oreshura ,"['hài hước', 'drama', 'đời thường', 'romance', 'âm nhạc', 'shoujo']",oreshura
Attack on Titan: No Regrets ,"['hành động', 'drama', 'shounen', 'fantasy', 'super power', 'mystery', 'military']",attack on titan no regrets
We Never Learn,"['hài hước', 'học đường', 'shounen', 'harem', 'romance']",we never learn
Maoyu Maou Yuusha ,['đang cập nhật'],maoyu maou yuusha
OreYubi,"['ecchi', 'romance']",oreyubi
Natsume Yuujinchou ,"['drama', 'đời thường', 'fantasy', 'shoujo', 'siêu nhiên']",natsume yuujinchou
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou BD,['đang cập nhật'],campione matsurowanu kamigami to kamigoroshi no maou
Kamen Rider Build,"['hành động', 'tokusatsu', 'super power', 'siêu nhiên']",kamen rider build
Date A Live Episode 13 ,"['hài hước', 'mecha', 'học đường', 'harem', 'romance', 'viễn tưởng']",date a live
Ace Of Diamond ,"['hài hước', 'thể thao', 'học đường', 'shounen']",ace of diamond
Ookami Shoujo to Kuro Ouji - Lang Nữ Và Hoàng Tử Hắc Ám,"['hài hước', 'học đường', 'romance', 'shoujo']",ookami shoujo to kuro ouji-lang nữ và hoàng tử hắc ám
Strike the Blood Second,"['hành động', 'ecchi', 'học đường', 'harem', 'fantasy', 'siêu nhiên', 'vampire']",strike the blood second
High School DxD BorN: Yomigaeranai Fushichou,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']",high school dxd born yomigaeranai fushichou
I Want You To Make a Disgusted Face and Show Me Your Underwear 2,['ecchi'],i want you to make a disgusted face and show me your underwear
Overlord Movie : Fushisha no Ou The Undead King,"['hành động', 'phiêu lưu', 'phép thuật', 'fantasy', 'game', 'siêu nhiên']",overlord movie fushisha no ou the undead king
Renai Boukun,"['hài hước', 'ecchi', 'học đường', 'harem', 'romance', 'siêu nhiên']",renai boukun
Toppo Jijo - Chú Chuột Không Gian,"['hành động', 'super power', 'siêu nhiên']",toppo jijo-chú chuột không gian
Our Last Crusade or the Rise of a New World,"['hành động', 'romance', 'fantasy', 'military']",our last crusade or the rise of a new world
Food Wars! The Fifth Plate ,"['ecchi', 'học đường', 'shounen']",food wars the fifth plate
Slam Dunk,"['hài hước', 'drama', 'thể thao', 'học đường', 'shounen']",slam dunk
Pocahontas Ii: Journey To A New World 1998 - Pocahontas 2: Hành Trình Đến Một Thế Giới Mới [hd],['âm nhạc'],pocahontas ii journey to a new world -pocahontas 2 hành trình đến một thế giới mới
The Devil is a Part-Timer!,"['hài hước', 'romance', 'fantasy', 'siêu nhiên', 'demons', 'xuyên không - chuyển kiếp']",the devil is a part-timer
Chrome Shelled Regios,"['hành động', 'super power', 'siêu nhiên']",chrome shelled regios
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"['hài hước', 'ecchi', 'harem']",monster musume no iru nichijou hobo mainichi namappoi douga
Quanzhi Fashi Season 2,"['phép thuật', 'học đường', 'hoạt hình trung quốc']",quanzhi fashi
Saenai Heroine no Sodatekata Flat ,"['hài hước', 'drama', 'học đường', 'romance']",saenai heroine no sodatekata flat
Sword Art Online III [BD],"['hành động', 'phiêu lưu', 'romance', 'blu-ray', 'fantasy', 'game']",sword art online iii
Tsuki ga Michibiku Isekai Douchuu - Tsukimichi: Moonlit Fantasy ,"['phiêu lưu', 'fantasy', 'xuyên không - chuyển kiếp']",tsuki ga michibiku isekai douchuu-tsukimichi moonlit fantasy
My Hero Academia 5,"['hành động', 'học đường', 'super power']",my hero academia
The World God Only Knows ,"['hài hước', 'shounen', 'âm nhạc', 'siêu nhiên']",the world god only knows
OniAi ,"['hài hước', 'ecchi', 'học đường', 'harem', 'romance']",oniai
Fleet Girls Collection KanColle ,"['hành động', 'học đường', 'đời thường', 'viễn tưởng', 'military']",fleet girls collection kancolle
"Angel of Massacre, Angel of Slaughter, Angels of Death","['phiêu lưu', 'kinh dị', 'mystery', 'psychological']",angel of massacre angel of slaughter angels of death
Sky Wizards Academy ,"['hành động', 'phép thuật', 'drama', 'học đường', 'fantasy']",sky wizards academy
Trinity Seven: Eternity Library & Alchemic Girl ,"['hành động', 'hài hước', 'ecchi', 'phép thuật', 'học đường', 'shounen', 'harem', 'romance', 'fantasy', 'siêu nhiên']",trinity seven eternity library alchemic girl
Heaven's Lost Property: Forte ,"['hài hước', 'ecchi', 'shounen', 'harem', 'romance', 'viễn tưởng', 'siêu nhiên']",heaven's lost property forte
Haikyuu!! Third Season ,"['hài hước', 'drama', 'thể thao', 'học đường', 'shounen']",haikyuu third season
Kono Subarashii Sekai ni Shukufuku wo! Blu-ray,"['hài hước', 'phiêu lưu', 'phép thuật', 'fantasy', 'siêu nhiên', 'parody']",kono subarashii sekai ni shukufuku wo
Maken-ki! Ova,"['hành động', 'ecchi', 'học đường', 'harem', 'super power', 'martial arts']",maken-ki
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,"['hành động', 'hài hước', 'ecchi', 'phiêu lưu', 'romance', 'fantasy']",dungeon ni deai wo motomeru no wa machigatteiru darou ka gaiden sword oratoria
Noucome,"['hành động', 'super power', 'siêu nhiên']",noucome
To Love-ru Darkness OVA,"['hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'viễn tưởng']",to love-ru darkness
"Is It Wrong to Try to Pick Up Girls in a Dungeon? III, DanMachi 3rd Season, Is It Wrong That I Want to Meet You in a Dungeon 3rd Season","['hành động', 'hài hước', 'ecchi', 'phiêu lưu', 'romance', 'fantasy']",is it wrong to try to pick up girls in a dungeon? iii danmachi is it wrong that i want to meet you in a dungeon
Magic Kaito 2014,"['hài hước', 'phiêu lưu', 'drama', 'shounen', 'romance']",magic kaito 
Soredemo Sekai Wa Utsukushii ,"['phiêu lưu', 'romance', 'fantasy', 'shoujo']",soredemo sekai wa utsukushii
Kämpfer,"['hành động', 'hài hước', 'ecchi', 'học đường', 'romance', 'shoujo', 'super power', 'shoujo ai']",kämpfer
Gintama (2017) ,"['hành động', 'hài hước', 'shounen', 'lịch sử', 'viễn tưởng', 'parody']",gintama
Trinity Seven Movie 2,"['hành động', 'hài hước', 'ecchi', 'phép thuật', 'học đường', 'shounen', 'harem', 'romance', 'fantasy', 'siêu nhiên']",trinity seven
The Comic Artist And Assistants,"['hài hước', 'ecchi', 'harem', 'đời thường', 'seinen']",the comic artist and assistants
Death Parade,"['drama', 'game', 'mystery', 'psychological', 'thriller']",death parade
Ai Yori Aoshi SS1,"['hài hước', 'drama', 'harem', 'đời thường', 'romance']",ai yori aoshi
Koichoco ,"['drama', 'học đường', 'romance']",koichoco
Genjitsu Shugi Yuusha no Oukoku Saikenki - Re:Construction the Elfrieden Kingdom Tales of Realistic Brave - A Realist Hero's Kingdom Restoration Chronicle,"['hành động', 'romance', 'fantasy']",genjitsu shugi yuusha no oukoku saikenki-re construction the elfrieden kingdom tales of realistic brave-a realist hero's kingdom restoration chronicle
"Maou-sama, Retry!","['hành động', 'phiêu lưu', 'fantasy']",maou-sama retry!
My Life as a Villainess: All Routes Lead to Doom! ,"['hài hước', 'drama', 'học đường', 'harem', 'romance', 'fantasy', 'shoujo', 'xuyên không - chuyển kiếp']",my life as a villainess all routes lead to doom
Golden Time [Blur-ray] ,"['hài hước', 'drama', 'romance']",golden time
Hai to Gensou no Grimgar,"['hành động', 'phiêu lưu', 'drama', 'fantasy']",hai to gensou no grimgar
Myriad Colors Phantom World,"['hành động', 'hài hước', 'đời thường', 'fantasy', 'siêu nhiên']",myriad colors phantom world
Toàn Chức Pháp Sư 3,"['phép thuật', 'học đường', 'hoạt hình trung quốc']",toàn chức pháp sư
Yu-Gi-Oh! VRAINS ,"['hành động', 'shounen', 'fantasy', 'game']",yu-gi-oh vrains
"How Not to Summon a Demon Lord 2nd Season, Isekai Maou to Shoukan Shoujo no Dorei Majutsu 2nd Season, The Otherworldly Demon King and the Summoner Girls' Slave Magic 2nd Season, Isekai Maou to Shoukan Shoujo no Dorei Majutsu Omega","['hài hước', 'ecchi', 'phép thuật', 'harem', 'fantasy', 'xuyên không - chuyển kiếp']",how not to summon a demon lord isekai maou to shoukan shoujo no dorei majutsu the otherworldly demon king and the summoner girls' slave magic isekai maou to shoukan shoujo no dorei majutsu omega
Rokujouma no Shinryakusha!?,"['hành động', 'học đường', 'romance', 'siêu nhiên']",rokujouma no shinryakusha
Yu-gi-oh ! First Series - Yugioh ! First Series,"['hành động', 'shounen', 'fantasy', 'game']",yu-gi-oh-yugioh
High School DxD New Episode 13 ,"['hành động', 'hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'romance', 'demons']",high school dxd
"Recently, my sister is unusual.","['hài hước', 'ecchi', 'shounen', 'romance', 'siêu nhiên']",recently my sister is unusual.
Shingeki No Kyojin: Ilse No Techou ,"['hành động', 'drama', 'shounen', 'fantasy', 'super power', 'mystery', 'military']",shingeki no kyojin ilse no techou
"Why the hell are you here, Teacher!? Blu-ray","['hài hước', 'ecchi', 'học đường', 'seinen']",why the hell are you here teacher!?
Cấm thư ma thuật Index II,"['hành động', 'phép thuật', 'viễn tưởng', 'super power']",cấm thư ma thuật index ii
Clannad [BD],"['drama', 'học đường', 'romance', 'fantasy']",clannad
Zero No Tsukaima SS3 ,"['ecchi', 'phiêu lưu', 'phép thuật', 'romance', 'fantasy']",zero no tsukaima
Sự Trỗi Dậy của Khiên Anh Hùng 2,"['hành động', 'hài hước', 'phiêu lưu', 'drama', 'romance', 'fantasy', 'seinen']",sự trỗi dậy của khiên anh hùng
Hyakka Ryouran: Samurai Bride,"['hành động', 'hài hước', 'ecchi', 'học đường', 'harem', 'samurai']",hyakka ryouran samurai bride
Bungou Stray Dogs 3rd Season,"['hành động', 'seinen', 'super power', 'siêu nhiên', 'mystery']",bungou stray dogs
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken ,['đang cập nhật'],boku no kanojo ga majimesugiru sho-bitch na ken
Kamen Rider Wizard,"['hành động', 'tokusatsu', 'super power', 'siêu nhiên']",kamen rider wizard
Horizon on the Middle of Nowhere ,"['hành động', 'viễn tưởng', 'fantasy']",horizon on the middle of nowhere
The 7 Deadly Sins ,"['ecchi', 'fantasy']",the 7 deadly sins
Re LIFE,"['học đường', 'đời thường', 'romance']",re life
Ano Hi Mita Hana No Namae O Bokutachi Wa Mada Shiranai ,"['drama', 'đời thường', 'siêu nhiên']",ano hi mita hana no namae o bokutachi wa mada shiranai
Futari Ecchi,"['hài hước', 'ecchi', 'đời thường', 'romance', 'seinen']",futari ecchi
Trinity Seven Movie 2: Tenkuu Toshokan to Shinku no Maou,"['hành động', 'hài hước', 'ecchi', 'phép thuật', 'học đường', 'shounen', 'romance', 'viễn tưởng', 'fantasy']",trinity seven movie 2 tenkuu toshokan to shinku no maou
Everyday Life with Monster Girls OVA,"['hài hước', 'ecchi', 'harem', 'romance', 'fantasy', 'seinen']",everyday life with monster girls
Mob Psycho 100,"['hành động', 'hài hước', 'đời thường', 'siêu nhiên']",mob psycho 100
The God of High School,"['hành động', 'hài hước', 'phiêu lưu', 'viễn tưởng', 'fantasy', 'martial arts', 'siêu nhiên']",the god of high school
Omamori Himari BD,"['hành động', 'hài hước', 'ecchi', 'harem', 'romance', 'siêu nhiên', 'demons']",omamori himari
Terra Formars,"['hành động', 'kinh dị', 'drama', 'viễn tưởng', 'seinen', 'space']",terra formars
To LOVE-Ru Trouble Darkness 2nd OVA,"['hài hước', 'ecchi', 'học đường', 'shounen', 'harem', 'viễn tưởng']",to love-ru trouble darkne
Dragon Ball Super Movie: Broly,"['hành động', 'hài hước', 'phiêu lưu', 'shounen', 'fantasy', 'super power', 'martial arts']",dragon ball super movie broly
Zetsuen No Tempest: The Civilization Blaster,"['hành động', 'phép thuật', 'drama', 'shounen', 'fantasy', 'mystery', 'psychological']",zetsuen no tempest the civilization blaster
Gaworare,"['hài hước', 'học đường', 'harem', 'romance']",gaworare
Kimi No Suizou Wo Tabetai,['drama'],kimi no suizou wo tabetai
 Dokidoki Ryuuzetsu Land,"['hành động', 'hài hước', 'phiêu lưu', 'phép thuật', 'shounen', 'fantasy']",dokidoki ryuuzetsu land
Gunjou no Magmel,"['hành động', 'phiêu lưu', 'shounen', 'fantasy', 'super power']",gunjou no magmel
Cupid's Chocolates ,"['hài hước', 'học đường', 'harem', 'romance']",cupid's chocolates
Saga of Tanya the Evil,"['phép thuật', 'military']",saga of tanya the evil
Otakoi: Otaku Can't Fall in Love?! ,"['hài hước', 'đời thường', 'romance']",otakoi otaku can't fall in love
King From Now On!,"['hài hước', 'phiêu lưu', 'fantasy', 'shoujo', 'demons']",king from now on
Maken-ki! Specials,"['hành động', 'ecchi', 'học đường', 'harem', 'super power', 'martial arts']",maken-ki specials
Kamen Rider Build the Movie: Be the One,['đang cập nhật'],kamen rider buildbe the one
Nobunaga The Fool,"['hành động', 'mecha', 'lịch sử', 'viễn tưởng']",nobunaga the fool
Inazuma Eleven,"['thể thao', 'shounen', 'super power']",inazuma eleven
Gokukoku No Brynhildr ,"['drama', 'viễn tưởng', 'seinen', 'mystery']",gokukoku no brynhildr
Fate/stay Night - Unlimited Blade Works Movie [BD],"['hành động', 'phép thuật', 'drama', 'fantasy', 'siêu nhiên']",fate stay night-unlimited blade works movie
Eighty Six ,"['hành động', 'drama', 'viễn tưởng']",eighty six
The Journey of Elaina ,"['phiêu lưu', 'drama', 'fantasy']",the journey of elaina
Gleipnir,"['hành động', 'ecchi', 'seinen', 'siêu nhiên', 'mystery']",gleipnir
Fate/stay night: Heaven's Feel - II. Lost Butterfly,"['hành động', 'phép thuật', 'drama', 'fantasy', 'siêu nhiên']",fate stay night heaven's feel-ii lost butterfly
Kaze No Stigma - Stigma Of The Wind,"['hành động', 'super power', 'siêu nhiên']",kaze no stigma-stigma of the wind
School Days,"['drama', 'học đường', 'harem', 'romance']",school days
